Step,Sequence,Sum,Choices
138,"[ 0 0 0 0 0 0 210 -120 0 0 -1 ]",89,"0 0 0 0 0 0 + - 0 0 - "
599,"[ 0 0 0 0 0 -252 210 120 0 10 1 ]",89,"0 0 0 0 0 - + + 0 + + "
786,"[ 0 0 0 0 210 0 0 -120 0 0 -1 ]",89,"0 0 0 0 + 0 0 - 0 0 - "
1247,"[ 0 0 0 0 210 -252 0 120 0 10 1 ]",89,"0 0 0 0 + - 0 + 0 + + "
2759,"[ 0 0 0 120 0 -252 210 0 0 10 1 ]",89,"0 0 0 + 0 - + 0 0 + + "
3407,"[ 0 0 0 120 210 -252 0 0 0 10 1 ]",89,"0 0 0 + + - 0 0 0 + + "
4458,"[ 0 0 0 -120 0 0 210 0 0 0 -1 ]",89,"0 0 0 - 0 0 + 0 0 0 - "
5106,"[ 0 0 0 -120 210 0 0 0 0 0 -1 ]",89,"0 0 0 - + 0 0 0 0 0 - "
6573,"[ 0 0 45 0 0 0 0 0 45 0 -1 ]",89,"0 0 + 0 0 0 0 0 + 0 - "
6717,"[ 0 0 45 0 0 0 210 -120 -45 0 -1 ]",89,"0 0 + 0 0 0 + - - 0 - "
7178,"[ 0 0 45 0 0 -252 210 120 -45 10 1 ]",89,"0 0 + 0 0 - + + - + + "
7365,"[ 0 0 45 0 210 0 0 -120 -45 0 -1 ]",89,"0 0 + 0 + 0 0 - - 0 - "
7464,"[ 0 0 45 0 210 0 -210 0 45 0 -1 ]",89,"0 0 + 0 + 0 - 0 + 0 - "
7826,"[ 0 0 45 0 210 -252 0 120 -45 10 1 ]",89,"0 0 + 0 + - 0 + - + + "
8112,"[ 0 0 45 0 -210 0 210 0 45 0 -1 ]",89,"0 0 + 0 - 0 + 0 + 0 - "
8814,"[ 0 0 45 120 0 0 0 -120 45 0 -1 ]",89,"0 0 + + 0 0 0 - + 0 - "
9275,"[ 0 0 45 120 0 -252 0 120 45 10 1 ]",89,"0 0 + + 0 - 0 + + + + "
9338,"[ 0 0 45 120 0 -252 210 0 -45 10 1 ]",89,"0 0 + + 0 - + 0 - + + "
9705,"[ 0 0 45 120 210 0 -210 -120 45 0 -1 ]",89,"0 0 + + + 0 - - + 0 - "
9986,"[ 0 0 45 120 210 -252 0 0 -45 10 1 ]",89,"0 0 + + + - 0 0 - + + "
10166,"[ 0 0 45 120 210 -252 -210 120 45 10 1 ]",89,"0 0 + + + - - + + + + "
10353,"[ 0 0 45 120 -210 0 210 -120 45 0 -1 ]",89,"0 0 + + - 0 + - + 0 - "
10814,"[ 0 0 45 120 -210 -252 210 120 45 10 1 ]",89,"0 0 + + - - + + + + + "
10974,"[ 0 0 45 -120 0 0 0 120 45 0 -1 ]",89,"0 0 + - 0 0 0 + + 0 - "
11037,"[ 0 0 45 -120 0 0 210 0 -45 0 -1 ]",89,"0 0 + - 0 0 + 0 - 0 - "
11685,"[ 0 0 45 -120 210 0 0 0 -45 0 -1 ]",89,"0 0 + - + 0 0 0 - 0 - "
11865,"[ 0 0 45 -120 210 0 -210 120 45 0 -1 ]",89,"0 0 + - + 0 - + + 0 - "
12513,"[ 0 0 45 -120 -210 0 210 120 45 0 -1 ]",89,"0 0 + - - 0 + + + 0 - "
13269,"[ 0 0 -45 0 0 0 210 -120 45 0 -1 ]",89,"0 0 - 0 0 0 + - + 0 - "
13730,"[ 0 0 -45 0 0 -252 210 120 45 10 1 ]",89,"0 0 - 0 0 - + + + + + "
13917,"[ 0 0 -45 0 210 0 0 -120 45 0 -1 ]",89,"0 0 - 0 + 0 0 - + 0 - "
14378,"[ 0 0 -45 0 210 -252 0 120 45 10 1 ]",89,"0 0 - 0 + - 0 + + + + "
