Step,Sequence,Sum,Choices
1187,"[ -1 -10 -45 -120 0 0 210 0 45 10 0 ]",89,"- - - - 0 0 + 0 + + 0 "
1835,"[ -1 -10 -45 -120 210 0 0 0 45 10 0 ]",89,"- - - - + 0 0 0 + + 0 "
1871,"[ -1 -10 -45 -120 210 0 210 -120 -45 10 0 ]",89,"- - - - + 0 + - - + 0 "
3347,"[ -1 -10 -45 0 0 0 210 -120 45 10 0 ]",89,"- - - 0 0 0 + - + + 0 "
3995,"[ -1 -10 -45 0 210 0 0 -120 45 10 0 ]",89,"- - - 0 + 0 0 - + + 0 "
7739,"[ -1 -10 0 -120 0 0 210 0 0 10 0 ]",89,"- - 0 - 0 0 + 0 0 + 0 "
8387,"[ -1 -10 0 -120 210 0 0 0 0 10 0 ]",89,"- - 0 - + 0 0 0 0 + 0 "
9899,"[ -1 -10 0 0 0 0 210 -120 0 10 0 ]",89,"- - 0 0 0 0 + - 0 + 0 "
10547,"[ -1 -10 0 0 210 0 0 -120 0 10 0 ]",89,"- - 0 0 + 0 0 - 0 + 0 "
13607,"[ -1 -10 45 -120 -210 0 210 120 45 10 0 ]",89,"- - + - - 0 + + + + 0 "
14255,"[ -1 -10 45 -120 0 0 0 120 45 10 0 ]",89,"- - + - 0 0 0 + + + 0 "
14291,"[ -1 -10 45 -120 0 0 210 0 -45 10 0 ]",89,"- - + - 0 0 + 0 - + 0 "
14903,"[ -1 -10 45 -120 210 0 -210 120 45 10 0 ]",89,"- - + - + 0 - + + + 0 "
14939,"[ -1 -10 45 -120 210 0 0 0 -45 10 0 ]",89,"- - + - + 0 0 0 - + 0 "
15767,"[ -1 -10 45 0 -210 0 210 0 45 10 0 ]",89,"- - + 0 - 0 + 0 + + 0 "
16415,"[ -1 -10 45 0 0 0 0 0 45 10 0 ]",89,"- - + 0 0 0 0 0 + + 0 "
16451,"[ -1 -10 45 0 0 0 210 -120 -45 10 0 ]",89,"- - + 0 0 0 + - - + 0 "
17063,"[ -1 -10 45 0 210 0 -210 0 45 10 0 ]",89,"- - + 0 + 0 - 0 + + 0 "
17099,"[ -1 -10 45 0 210 0 0 -120 -45 10 0 ]",89,"- - + 0 + 0 0 - - + 0 "
17927,"[ -1 -10 45 120 -210 0 210 -120 45 10 0 ]",89,"- - + + - 0 + - + + 0 "
18575,"[ -1 -10 45 120 0 0 0 -120 45 10 0 ]",89,"- - + + 0 0 0 - + + 0 "
19223,"[ -1 -10 45 120 210 0 -210 -120 45 10 0 ]",89,"- - + + + 0 - - + + 0 "
20867,"[ -1 0 -45 -120 0 0 210 0 45 0 0 ]",89,"- 0 - - 0 0 + 0 + 0 0 "
21515,"[ -1 0 -45 -120 210 0 0 0 45 0 0 ]",89,"- 0 - - + 0 0 0 + 0 0 "
21551,"[ -1 0 -45 -120 210 0 210 -120 -45 0 0 ]",89,"- 0 - - + 0 + - - 0 0 "
23027,"[ -1 0 -45 0 0 0 210 -120 45 0 0 ]",89,"- 0 - 0 0 0 + - + 0 0 "
23675,"[ -1 0 -45 0 210 0 0 -120 45 0 0 ]",89,"- 0 - 0 + 0 0 - + 0 0 "
27419,"[ -1 0 0 -120 0 0 210 0 0 0 0 ]",89,"- 0 0 - 0 0 + 0 0 0 0 "
28067,"[ -1 0 0 -120 210 0 0 0 0 0 0 ]",89,"- 0 0 - + 0 0 0 0 0 0 "
29579,"[ -1 0 0 0 0 0 210 -120 0 0 0 ]",89,"- 0 0 0 0 0 + - 0 0 0 "
30227,"[ -1 0 0 0 210 0 0 -120 0 0 0 ]",89,"- 0 0 0 + 0 0 - 0 0 0 "
33287,"[ -1 0 45 -120 -210 0 210 120 45 0 0 ]",89,"- 0 + - - 0 + + + 0 0 "
33935,"[ -1 0 45 -120 0 0 0 120 45 0 0 ]",89,"- 0 + - 0 0 0 + + 0 0 "
33971,"[ -1 0 45 -120 0 0 210 0 -45 0 0 ]",89,"- 0 + - 0 0 + 0 - 0 0 "
34583,"[ -1 0 45 -120 210 0 -210 120 45 0 0 ]",89,"- 0 + - + 0 - + + 0 0 "
34619,"[ -1 0 45 -120 210 0 0 0 -45 0 0 ]",89,"- 0 + - + 0 0 0 - 0 0 "
35447,"[ -1 0 45 0 -210 0 210 0 45 0 0 ]",89,"- 0 + 0 - 0 + 0 + 0 0 "
36095,"[ -1 0 45 0 0 0 0 0 45 0 0 ]",89,"- 0 + 0 0 0 0 0 + 0 0 "
36131,"[ -1 0 45 0 0 0 210 -120 -45 0 0 ]",89,"- 0 + 0 0 0 + - - 0 0 "
36743,"[ -1 0 45 0 210 0 -210 0 45 0 0 ]",89,"- 0 + 0 + 0 - 0 + 0 0 "
36779,"[ -1 0 45 0 210 0 0 -120 -45 0 0 ]",89,"- 0 + 0 + 0 0 - - 0 0 "
37607,"[ -1 0 45 120 -210 0 210 -120 45 0 0 ]",89,"- 0 + + - 0 + - + 0 0 "
