Step,Sequence,Sum,Choices
178155,"[ 1 -11 -55 -165 -330 462 462 -330 165 -55 0 0 ]",144,"+ - - - - + + - + - 0 0 "
178290,"[ 1 -11 -55 -165 -330 462 462 0 -165 -55 0 0 ]",144,"+ - - - - + + 0 - - 0 0 "
179805,"[ 1 -11 -55 -165 330 -462 462 0 0 55 -11 0 ]",144,"+ - - - + - + 0 0 + - 0 "
179952,"[ 1 -11 -55 -165 330 -462 0 330 165 0 11 0 ]",144,"+ - - - + - 0 + + 0 + 0 "
180291,"[ 1 -11 -55 -165 330 462 -462 0 0 55 -11 0 ]",144,"+ - - - + + - 0 0 + - 0 "
180924,"[ 1 -11 -55 -165 330 0 -462 330 165 0 11 0 ]",144,"+ - - - + 0 - + + 0 + 0 "
181506,"[ 1 -11 -55 -165 330 0 0 0 0 55 -11 0 ]",144,"+ - - - + 0 0 0 0 + - 0 "
181911,"[ 1 -11 -55 -165 0 -462 462 330 0 55 -11 0 ]",144,"+ - - - 0 - + + 0 + - 0 "
182397,"[ 1 -11 -55 -165 0 462 -462 330 0 55 -11 0 ]",144,"+ - - - 0 + - + 0 + - 0 "
182502,"[ 1 -11 -55 -165 0 462 462 -330 -165 -55 0 0 ]",144,"+ - - - 0 + + - - - 0 0 "
183612,"[ 1 -11 -55 -165 0 0 0 330 0 55 -11 0 ]",144,"+ - - - 0 0 0 + 0 + - 0 "
184098,"[ 1 -11 -55 165 -330 -462 462 330 0 55 -11 0 ]",144,"+ - - + - - + + 0 + - 0 "
184584,"[ 1 -11 -55 165 -330 462 -462 330 0 55 -11 0 ]",144,"+ - - + - + - + 0 + - 0 "
184689,"[ 1 -11 -55 165 -330 462 462 -330 -165 -55 0 0 ]",144,"+ - - + - + + - - - 0 0 "
185799,"[ 1 -11 -55 165 -330 0 0 330 0 55 -11 0 ]",144,"+ - - + - 0 0 + 0 + - 0 "
186204,"[ 1 -11 -55 165 330 -462 462 -330 0 55 -11 0 ]",144,"+ - - + + - + - 0 + - 0 "
186486,"[ 1 -11 -55 165 330 -462 0 330 -165 0 11 0 ]",144,"+ - - + + - 0 + - 0 + 0 "
186594,"[ 1 -11 -55 165 330 -462 0 0 165 0 11 0 ]",144,"+ - - + + - 0 0 + 0 + 0 "
186690,"[ 1 -11 -55 165 330 462 -462 -330 0 55 -11 0 ]",144,"+ - - + + + - - 0 + - 0 "
187458,"[ 1 -11 -55 165 330 0 -462 330 -165 0 11 0 ]",144,"+ - - + + 0 - + - 0 + 0 "
187566,"[ 1 -11 -55 165 330 0 -462 0 165 0 11 0 ]",144,"+ - - + + 0 - 0 + 0 + 0 "
187905,"[ 1 -11 -55 165 330 0 0 -330 0 55 -11 0 ]",144,"+ - - + + 0 0 - 0 + - 0 "
188553,"[ 1 -11 -55 165 0 -462 462 0 0 55 -11 0 ]",144,"+ - - + 0 - + 0 0 + - 0 "
188700,"[ 1 -11 -55 165 0 -462 0 330 165 0 11 0 ]",144,"+ - - + 0 - 0 + + 0 + 0 "
189039,"[ 1 -11 -55 165 0 462 -462 0 0 55 -11 0 ]",144,"+ - - + 0 + - 0 0 + - 0 "
189672,"[ 1 -11 -55 165 0 0 -462 330 165 0 11 0 ]",144,"+ - - + 0 0 - + + 0 + 0 "
190254,"[ 1 -11 -55 165 0 0 0 0 0 55 -11 0 ]",144,"+ - - + 0 0 0 0 0 + - 0 "
190632,"[ 1 -11 -55 0 -330 -462 462 330 165 55 -11 0 ]",144,"+ - - 0 - - + + + + - 0 "
191118,"[ 1 -11 -55 0 -330 462 -462 330 165 55 -11 0 ]",144,"+ - - 0 - + - + + + - 0 "
191304,"[ 1 -11 -55 0 -330 462 462 -330 0 -55 0 0 ]",144,"+ - - 0 - + + - 0 - 0 0 "
192333,"[ 1 -11 -55 0 -330 0 0 330 165 55 -11 0 ]",144,"+ - - 0 - 0 0 + + + - 0 "
192738,"[ 1 -11 -55 0 330 -462 462 -330 165 55 -11 0 ]",144,"+ - - 0 + - + - + + - 0 "
192873,"[ 1 -11 -55 0 330 -462 462 0 -165 55 -11 0 ]",144,"+ - - 0 + - + 0 - + - 0 "
193101,"[ 1 -11 -55 0 330 -462 0 330 0 0 11 0 ]",144,"+ - - 0 + - 0 + 0 0 + 0 "
193224,"[ 1 -11 -55 0 330 462 -462 -330 165 55 -11 0 ]",144,"+ - - 0 + + - - + + - 0 "
193359,"[ 1 -11 -55 0 330 462 -462 0 -165 55 -11 0 ]",144,"+ - - 0 + + - 0 - + - 0 "
194073,"[ 1 -11 -55 0 330 0 -462 330 0 0 11 0 ]",144,"+ - - 0 + 0 - + 0 0 + 0 "
194439,"[ 1 -11 -55 0 330 0 0 -330 165 55 -11 0 ]",144,"+ - - 0 + 0 0 - + + - 0 "
194574,"[ 1 -11 -55 0 330 0 0 0 -165 55 -11 0 ]",144,"+ - - 0 + 0 0 0 - + - 0 "
194979,"[ 1 -11 -55 0 0 -462 462 330 -165 55 -11 0 ]",144,"+ - - 0 0 - + + - + - 0 "
195087,"[ 1 -11 -55 0 0 -462 462 0 165 55 -11 0 ]",144,"+ - - 0 0 - + 0 + + - 0 "
195465,"[ 1 -11 -55 0 0 462 -462 330 -165 55 -11 0 ]",144,"+ - - 0 0 + - + - + - 0 "
195573,"[ 1 -11 -55 0 0 462 -462 0 165 55 -11 0 ]",144,"+ - - 0 0 + - 0 + + - 0 "
196680,"[ 1 -11 -55 0 0 0 0 330 -165 55 -11 0 ]",144,"+ - - 0 0 0 0 + - + - 0 "
196788,"[ 1 -11 -55 0 0 0 0 0 165 55 -11 0 ]",144,"+ - - 0 0 0 0 0 + + - 0 "
197883,"[ 1 -11 55 -165 -330 462 462 -330 0 0 0 0 ]",144,"+ - + - - + + - 0 0 0 0 "
199479,"[ 1 -11 55 -165 330 -462 462 0 0 -55 -11 0 ]",144,"+ - + - + - + 0 0 - - 0 "
199653,"[ 1 -11 55 -165 330 -462 0 330 0 55 11 0 ]",144,"+ - + - + - 0 + 0 + + 0 "
199965,"[ 1 -11 55 -165 330 462 -462 0 0 -55 -11 0 ]",144,"+ - + - + + - 0 0 - - 0 "
200625,"[ 1 -11 55 -165 330 0 -462 330 0 55 11 0 ]",144,"+ - + - + 0 - + 0 + + 0 "
201180,"[ 1 -11 55 -165 330 0 0 0 0 -55 -11 0 ]",144,"+ - + - + 0 0 0 0 - - 0 "
201585,"[ 1 -11 55 -165 0 -462 462 330 0 -55 -11 0 ]",144,"+ - + - 0 - + + 0 - - 0 "
202071,"[ 1 -11 55 -165 0 462 -462 330 0 -55 -11 0 ]",144,"+ - + - 0 + - + 0 - - 0 "
203286,"[ 1 -11 55 -165 0 0 0 330 0 -55 -11 0 ]",144,"+ - + - 0 0 0 + 0 - - 0 "
203772,"[ 1 -11 55 165 -330 -462 462 330 0 -55 -11 0 ]",144,"+ - + + - - + + 0 - - 0 "
204258,"[ 1 -11 55 165 -330 462 -462 330 0 -55 -11 0 ]",144,"+ - + + - + - + 0 - - 0 "
205473,"[ 1 -11 55 165 -330 0 0 330 0 -55 -11 0 ]",144,"+ - + + - 0 0 + 0 - - 0 "
205878,"[ 1 -11 55 165 330 -462 462 -330 0 -55 -11 0 ]",144,"+ - + + + - + - 0 - - 0 "
206295,"[ 1 -11 55 165 330 -462 0 0 0 55 11 0 ]",144,"+ - + + + - 0 0 0 + + 0 "
206364,"[ 1 -11 55 165 330 462 -462 -330 0 -55 -11 0 ]",144,"+ - + + + + - - 0 - - 0 "
207267,"[ 1 -11 55 165 330 0 -462 0 0 55 11 0 ]",144,"+ - + + + 0 - 0 0 + + 0 "
207579,"[ 1 -11 55 165 330 0 0 -330 0 -55 -11 0 ]",144,"+ - + + + 0 0 - 0 - - 0 "
208227,"[ 1 -11 55 165 0 -462 462 0 0 -55 -11 0 ]",144,"+ - + + 0 - + 0 0 - - 0 "
208401,"[ 1 -11 55 165 0 -462 0 330 0 55 11 0 ]",144,"+ - + + 0 - 0 + 0 + + 0 "
208713,"[ 1 -11 55 165 0 462 -462 0 0 -55 -11 0 ]",144,"+ - + + 0 + - 0 0 - - 0 "
209373,"[ 1 -11 55 165 0 0 -462 330 0 55 11 0 ]",144,"+ - + + 0 0 - + 0 + + 0 "
209928,"[ 1 -11 55 165 0 0 0 0 0 -55 -11 0 ]",144,"+ - + + 0 0 0 0 0 - - 0 "
210306,"[ 1 -11 55 0 -330 -462 462 330 165 -55 -11 0 ]",144,"+ - + 0 - - + + + - - 0 "
210792,"[ 1 -11 55 0 -330 462 -462 330 165 -55 -11 0 ]",144,"+ - + 0 - + - + + - - 0 "
210951,"[ 1 -11 55 0 -330 462 462 -330 -165 0 0 0 ]",144,"+ - + 0 - + + - - 0 0 0 "
212007,"[ 1 -11 55 0 -330 0 0 330 165 -55 -11 0 ]",144,"+ - + 0 - 0 0 + + - - 0 "
212412,"[ 1 -11 55 0 330 -462 462 -330 165 -55 -11 0 ]",144,"+ - + 0 + - + - + - - 0 "
212547,"[ 1 -11 55 0 330 -462 462 0 -165 -55 -11 0 ]",144,"+ - + 0 + - + 0 - - - 0 "
212721,"[ 1 -11 55 0 330 -462 0 330 -165 55 11 0 ]",144,"+ - + 0 + - 0 + - + + 0 "
212829,"[ 1 -11 55 0 330 -462 0 0 165 55 11 0 ]",144,"+ - + 0 + - 0 0 + + + 0 "
212898,"[ 1 -11 55 0 330 462 -462 -330 165 -55 -11 0 ]",144,"+ - + 0 + + - - + - - 0 "
213033,"[ 1 -11 55 0 330 462 -462 0 -165 -55 -11 0 ]",144,"+ - + 0 + + - 0 - - - 0 "
213693,"[ 1 -11 55 0 330 0 -462 330 -165 55 11 0 ]",144,"+ - + 0 + 0 - + - + + 0 "
213801,"[ 1 -11 55 0 330 0 -462 0 165 55 11 0 ]",144,"+ - + 0 + 0 - 0 + + + 0 "
214113,"[ 1 -11 55 0 330 0 0 -330 165 -55 -11 0 ]",144,"+ - + 0 + 0 0 - + - - 0 "
214248,"[ 1 -11 55 0 330 0 0 0 -165 -55 -11 0 ]",144,"+ - + 0 + 0 0 0 - - - 0 "
214653,"[ 1 -11 55 0 0 -462 462 330 -165 -55 -11 0 ]",144,"+ - + 0 0 - + + - - - 0 "
214761,"[ 1 -11 55 0 0 -462 462 0 165 -55 -11 0 ]",144,"+ - + 0 0 - + 0 + - - 0 "
214935,"[ 1 -11 55 0 0 -462 0 330 165 55 11 0 ]",144,"+ - + 0 0 - 0 + + + + 0 "
215139,"[ 1 -11 55 0 0 462 -462 330 -165 -55 -11 0 ]",144,"+ - + 0 0 + - + - - - 0 "
215247,"[ 1 -11 55 0 0 462 -462 0 165 -55 -11 0 ]",144,"+ - + 0 0 + - 0 + - - 0 "
215907,"[ 1 -11 55 0 0 0 -462 330 165 55 11 0 ]",144,"+ - + 0 0 0 - + + + + 0 "
216354,"[ 1 -11 55 0 0 0 0 330 -165 -55 -11 0 ]",144,"+ - + 0 0 0 0 + - - - 0 "
216462,"[ 1 -11 55 0 0 0 0 0 165 -55 -11 0 ]",144,"+ - + 0 0 0 0 0 + - - 0 "
217557,"[ 1 -11 0 -165 -330 462 462 -330 0 55 0 0 ]",144,"+ - 0 - - + + - 0 + 0 0 "
219180,"[ 1 -11 0 -165 330 -462 462 0 0 0 -11 0 ]",144,"+ - 0 - + - + 0 0 0 - 0 "
219300,"[ 1 -11 0 -165 330 -462 0 330 165 -55 11 0 ]",144,"+ - 0 - + - 0 + + - + 0 "
219666,"[ 1 -11 0 -165 330 462 -462 0 0 0 -11 0 ]",144,"+ - 0 - + + - 0 0 0 - 0 "
