Step,Sequence,Sum,Choices
179151,"[ 0 -11 -55 -165 -330 462 462 -330 165 -55 0 1 ]",144,"0 - - - - + + - + - 0 + "
179178,"[ 0 -11 -55 -165 -330 462 462 0 -165 -55 0 1 ]",144,"0 - - - - + + 0 - - 0 + "
180030,"[ 0 -11 -55 -165 0 -462 462 330 0 55 -11 1 ]",144,"0 - - - 0 - + + 0 + - + "
180516,"[ 0 -11 -55 -165 0 0 0 330 0 55 -11 1 ]",144,"0 - - - 0 0 0 + 0 + - + "
181002,"[ 0 -11 -55 -165 0 462 -462 330 0 55 -11 1 ]",144,"0 - - - 0 + - + 0 + - + "
181284,"[ 0 -11 -55 -165 0 462 462 -330 -165 -55 0 1 ]",144,"0 - - - 0 + + - - - 0 + "
181998,"[ 0 -11 -55 -165 330 -462 0 330 165 0 11 1 ]",144,"0 - - - + - 0 + + 0 + + "
182136,"[ 0 -11 -55 -165 330 -462 462 0 0 55 -11 1 ]",144,"0 - - - + - + 0 0 + - + "
182484,"[ 0 -11 -55 -165 330 0 -462 330 165 0 11 1 ]",144,"0 - - - + 0 - + + 0 + + "
182622,"[ 0 -11 -55 -165 330 0 0 0 0 55 -11 1 ]",144,"0 - - - + 0 0 0 0 + - + "
183108,"[ 0 -11 -55 -165 330 462 -462 0 0 55 -11 1 ]",144,"0 - - - + + - 0 0 + - + "
184431,"[ 0 -11 -55 0 -330 -462 462 330 165 55 -11 1 ]",144,"0 - - 0 - - + + + + - + "
184917,"[ 0 -11 -55 0 -330 0 0 330 165 55 -11 1 ]",144,"0 - - 0 - 0 0 + + + - + "
185403,"[ 0 -11 -55 0 -330 462 -462 330 165 55 -11 1 ]",144,"0 - - 0 - + - + + + - + "
185685,"[ 0 -11 -55 0 -330 462 462 -330 0 -55 0 1 ]",144,"0 - - 0 - + + - 0 - 0 + "
186537,"[ 0 -11 -55 0 0 -462 462 0 165 55 -11 1 ]",144,"0 - - 0 0 - + 0 + + - + "
186564,"[ 0 -11 -55 0 0 -462 462 330 -165 55 -11 1 ]",144,"0 - - 0 0 - + + - + - + "
187023,"[ 0 -11 -55 0 0 0 0 0 165 55 -11 1 ]",144,"0 - - 0 0 0 0 0 + + - + "
187050,"[ 0 -11 -55 0 0 0 0 330 -165 55 -11 1 ]",144,"0 - - 0 0 0 0 + - + - + "
187509,"[ 0 -11 -55 0 0 462 -462 0 165 55 -11 1 ]",144,"0 - - 0 0 + - 0 + + - + "
187536,"[ 0 -11 -55 0 0 462 -462 330 -165 55 -11 1 ]",144,"0 - - 0 0 + - + - + - + "
188532,"[ 0 -11 -55 0 330 -462 0 330 0 0 11 1 ]",144,"0 - - 0 + - 0 + 0 0 + + "
188643,"[ 0 -11 -55 0 330 -462 462 -330 165 55 -11 1 ]",144,"0 - - 0 + - + - + + - + "
188670,"[ 0 -11 -55 0 330 -462 462 0 -165 55 -11 1 ]",144,"0 - - 0 + - + 0 - + - + "
189018,"[ 0 -11 -55 0 330 0 -462 330 0 0 11 1 ]",144,"0 - - 0 + 0 - + 0 0 + + "
189129,"[ 0 -11 -55 0 330 0 0 -330 165 55 -11 1 ]",144,"0 - - 0 + 0 0 - + + - + "
189156,"[ 0 -11 -55 0 330 0 0 0 -165 55 -11 1 ]",144,"0 - - 0 + 0 0 0 - + - + "
189615,"[ 0 -11 -55 0 330 462 -462 -330 165 55 -11 1 ]",144,"0 - - 0 + + - - + + - + "
