Step,Sequence,Sum,Choices
576,"[ 0 0 0 0 0 0 462 -330 0 0 11 1 ]",144,"0 0 0 0 0 0 + - 0 0 + + "
1548,"[ 0 0 0 0 0 462 0 -330 0 0 11 1 ]",144,"0 0 0 0 0 + 0 - 0 0 + + "
2682,"[ 0 0 0 0 -330 0 462 0 0 0 11 1 ]",144,"0 0 0 0 - 0 + 0 0 0 + + "
3654,"[ 0 0 0 0 -330 462 0 0 0 0 11 1 ]",144,"0 0 0 0 - + 0 0 0 0 + + "
4263,"[ 0 0 0 0 -330 462 462 -330 -165 55 -11 1 ]",144,"0 0 0 0 - + + - - + - + "
4791,"[ 0 0 0 0 330 0 -462 330 0 -55 0 1 ]",144,"0 0 0 0 + 0 - + 0 - 0 + "
5277,"[ 0 0 0 0 330 -462 0 330 0 -55 0 1 ]",144,"0 0 0 0 + - 0 + 0 - 0 + "
7083,"[ 0 0 0 -165 0 0 462 0 -165 0 11 1 ]",144,"0 0 0 - 0 0 + 0 - 0 + + "
7191,"[ 0 0 0 -165 0 0 462 -330 165 0 11 1 ]",144,"0 0 0 - 0 0 + - + 0 + + "
8055,"[ 0 0 0 -165 0 462 0 0 -165 0 11 1 ]",144,"0 0 0 - 0 + 0 0 - 0 + + "
8163,"[ 0 0 0 -165 0 462 0 -330 165 0 11 1 ]",144,"0 0 0 - 0 + 0 - + 0 + + "
9297,"[ 0 0 0 -165 -330 0 462 0 165 0 11 1 ]",144,"0 0 0 - - 0 + 0 + 0 + + "
9432,"[ 0 0 0 -165 -330 0 462 330 -165 0 11 1 ]",144,"0 0 0 - - 0 + + - 0 + + "
10269,"[ 0 0 0 -165 -330 462 0 0 165 0 11 1 ]",144,"0 0 0 - - + 0 0 + 0 + + "
10404,"[ 0 0 0 -165 -330 462 0 330 -165 0 11 1 ]",144,"0 0 0 - - + 0 + - 0 + + "
10797,"[ 0 0 0 -165 -330 462 462 -330 0 55 -11 1 ]",144,"0 0 0 - - + + - 0 + - + "
11406,"[ 0 0 0 -165 330 0 -462 330 165 -55 0 1 ]",144,"0 0 0 - + 0 - + + - 0 + "
11538,"[ 0 0 0 -165 330 0 462 -330 -165 0 11 1 ]",144,"0 0 0 - + 0 + - - 0 + + "
11892,"[ 0 0 0 -165 330 -462 0 330 165 -55 0 1 ]",144,"0 0 0 - + - 0 + + - 0 + "
12510,"[ 0 0 0 -165 330 462 0 -330 -165 0 11 1 ]",144,"0 0 0 - + + 0 - - 0 + + "
13593,"[ 0 0 0 165 0 0 -462 330 165 -55 0 1 ]",144,"0 0 0 + 0 0 - + + - 0 + "
13725,"[ 0 0 0 165 0 0 462 -330 -165 0 11 1 ]",144,"0 0 0 + 0 0 + - - 0 + + "
14079,"[ 0 0 0 165 0 -462 0 330 165 -55 0 1 ]",144,"0 0 0 + 0 - 0 + + - 0 + "
14697,"[ 0 0 0 165 0 462 0 -330 -165 0 11 1 ]",144,"0 0 0 + 0 + 0 - - 0 + + "
15831,"[ 0 0 0 165 -330 0 462 0 -165 0 11 1 ]",144,"0 0 0 + - 0 + 0 - 0 + + "
15939,"[ 0 0 0 165 -330 0 462 -330 165 0 11 1 ]",144,"0 0 0 + - 0 + - + 0 + + "
16803,"[ 0 0 0 165 -330 462 0 0 -165 0 11 1 ]",144,"0 0 0 + - + 0 0 - 0 + + "
